name,state,lat,lon,population
Barnagar,Madhya Pradesh,23.0489,75.37804,36438
Purna,Maharashtra,19.1817,77.02566,36433
Khunti,Jharkhand,23.07602,85.27818,36390
Nargund,Karnataka,15.72299,75.38666,36291
Parappur,Kerala,11.01213,75.99471,36270
Neem ka Thana,Rajasthan,27.73976,75.78652,36231
Vilappil,Kerala,8.52218,77.04001,36212
Nilanga,Maharashtra,18.11675,76.75279,36172
Naharlagun,Arunachal Pradesh,27.10467,93.69518,36158
Boisar,Maharashtra,19.80362,72.75598,36151
Ausa,Maharashtra,18.24728,76.4993,36118
Sadabad,Uttar Pradesh,27.43818,78.03758,36093
Bindki,Uttar Pradesh,26.03613,80.57617,36058
Mahalingpur,Karnataka,16.3888,75.10873,36055
Ravu,Madhya Pradesh,22.63727,75.81474,36055
Malpura,Rajasthan,26.2838,75.36458,36028
Bramhapuri,Maharashtra,20.61107,79.86103,36025
Wai,Maharashtra,17.95276,73.89058,36025
Shikaripura,Karnataka,14.2698,75.35643,36015
Shirdi,Maharashtra,19.76616,74.47738,36004
Neduva,Kerala,11.05669,75.86685,35996
Venganoor,Kerala,8.39638,77.00331,35963
Ramanattukara,Kerala,11.17802,75.86892,35937
Mokokchung,Nagaland,26.3248,94.51834,35913
Pinjaur,Haryana,30.79873,76.91822,35912
Madayi,Puducherry,12.03427,75.23779,35888
Partur,Maharashtra,19.59925,76.21541,35883
Dindarpur,Delhi,28.59813,76.99161,35856
Talakkad,Kerala,10.88459,75.93091,35820
Krishnarajasagara,Karnataka,12.43976,76.38276,35805
Jhabua,Madhya Pradesh,22.76772,74.59087,35753
Madipakkam,Tamil Nadu,12.96226,80.19864,35752
Karala,Delhi,28.73548,77.03522,35730
Gariadhar,Gujarat,21.53889,71.57737,35692
Kakrala,Uttar Pradesh,27.89269,79.1945,35690
Bidasar,Rajasthan,27.83598,74.31776,35683
Lahar,Madhya Pradesh,26.19401,78.94137,35674
Ambasamudram,Tamil Nadu,8.71068,77.4519,35645
Islampur,Bihar,25.14075,85.20587,35641
Kaipamangalam,Kerala,10.33496,76.13924,35626
Medchal,Telangana,17.62972,78.48139,35611
Ganaur,Haryana,29.1302,77.01832,35603
Sholinganallur,Tamil Nadu,12.88996,80.23127,35602
Kovur,Andhra Pradesh,14.5005,79.98518,35600
Tuljapur,Maharashtra,18.00804,76.07011,35596
Barpeta Road,Assam,26.50284,90.96937,35571
Uravakonda,Andhra Pradesh,14.94348,77.25494,35565
Babina,Uttar Pradesh,25.23947,78.47028,35538
Rafiganj,Bihar,24.81757,84.63445,35536
Umarga,Maharashtra,17.83841,76.62331,35477
Igatpuri,Maharashtra,19.69522,73.5626,35461
Perumanna,Kerala,11.2529,75.89059,35460
Budhana,Uttar Pradesh,29.28805,77.47534,35442
Lingsugur,Karnataka,16.15876,76.52174,35411
Rajpipla,Gujarat,21.86667,73.5,35392
Dharangaon,Maharashtra,21.01187,75.27407,35375
Mahemdavad,Gujarat,22.82359,72.75551,35368
Karamsad,Gujarat,22.54243,72.90392,35285
Surandai,Tamil Nadu,8.97574,77.41923,35272
Manali,Tamil Nadu,13.16667,80.26667,35248
Waris Aliganj,Bihar,25.0172,85.64047,35243
Pulgaon,Maharashtra,20.72204,78.32056,35238
Usilampatti,Tamil Nadu,9.96936,77.78621,35219
Puzhathi,Kerala,11.90112,75.38924,35212
Perunad,Kerala,8.94899,76.64274,35173
Karamadai,Tamil Nadu,11.24058,76.96009,35166
Giddalur,Andhra Pradesh,15.37439,78.92609,35150
Atmakur,Andhra Pradesh,15.88109,78.58704,35137
Pappinissheri,Kerala,11.95655,75.34034,35134
Vijapur,Gujarat,23.5623,72.74848,35118
Rawatsar,Rajasthan,29.26724,74.40288,35102
Dubrajpur,West Bengal,23.7902,87.37648,35087
Karumattampatti,Tamil Nadu,11.10933,77.182,35062
Jalalabad,Uttar Pradesh,27.72625,79.65523,35051
Marancheri,Kerala,10.74051,75.97096,35011
Podaturpet,Tamil Nadu,13.28169,79.48538,35000
Peruvallur,Kerala,11.10483,75.93269,34941
Rairangpur,Odisha,22.26675,86.17385,34929
Sirkazhi,Tamil Nadu,11.23725,79.73585,34927
Kichha,Uttarakhand,28.91154,79.52009,34904
Hebbagodi,Karnataka,12.82632,77.68085,34827
Chemancheri,Kerala,11.40482,75.72363,34819
Erattupetta,Kerala,9.68747,76.77891,34814
Ramdurg,Karnataka,15.94579,75.29785,34800
Jamadoba,Jharkhand,23.71667,86.4,34774
Safidon,Haryana,29.40596,76.67042,34728
Bolarum,Telangana,17.55606,78.34824,34667
Bareli,Madhya Pradesh,23.00445,78.2301,34663
Eramala,Kerala,11.68591,75.59104,34658
Shikarpur,Uttar Pradesh,28.28072,78.01411,34649
Sankeshwar,Karnataka,16.25649,74.48195,34637
Karjat,Maharashtra,18.9107,73.32354,34554
Bakhtiyarpur,Bihar,25.46179,85.53179,34533
Bagasra,Gujarat,21.48719,70.95516,34521
Villiappally,Kerala,11.62495,75.62875,34502
Aymanam,Kerala,9.60684,76.50055,34470
Angamali,Kerala,10.19055,76.38789,34399
Villianur,Puducherry,11.91393,79.75568,34383
Manipal,Karnataka,13.35,74.78333,34370
Lalsot,Rajasthan,26.55951,76.32915,34363
Mehidpur,Madhya Pradesh,23.48879,75.658,34362
Soyagaon,Maharashtra,20.5525,74.50687,34341
Sangola,Maharashtra,17.43948,75.19379,34321
Vedaraniyam,Tamil Nadu,10.37208,79.85095,34266
Kuruvattur,Kerala,11.33609,75.83511,34241
Muddebihal,Karnataka,16.33782,76.13173,34217
Navapur,Maharashtra,21.16157,73.79399,34207
Khachrod,Madhya Pradesh,23.42322,75.28185,34191
Yanamalakuduru,Andhra Pradesh,16.48531,80.66746,34177
Malajkhand,Madhya Pradesh,22.05158,80.71566,34176
Vapi INA,Gujarat,20.36006,72.93106,34162
Kunigal,Karnataka,13.02319,77.02518,34155
Kadur,Karnataka,13.55285,76.01164,34151
Chelambra,Kerala,11.15086,75.87192,34149
Hamirpur,Uttar Pradesh,25.9553,80.14842,34144
Risod,Maharashtra,19.97671,76.78799,34136
Kokrajhar,Assam,26.40107,90.27286,34136
Kalka,Himachal Pradesh,30.83982,76.94065,34134
Kagal,Maharashtra,16.57702,74.31544,34106
Parassala,Tamil Nadu,8.33869,77.15422,34096
Titlagarh,Odisha,20.28961,83.15233,34067
Begamganj,Madhya Pradesh,23.59917,78.34064,34031
Nagalapuram,Andhra Pradesh,13.38836,79.79623,34026
Jamkhed,Maharashtra,18.73519,75.31343,34017
Elampalloor,Kerala,8.95583,76.67388,33959
Jayamkondacholapuram,Tamil Nadu,11.21266,79.36369,33945
Tudiyalur,Tamil Nadu,11.08159,76.94464,33924
Alankod,Kerala,10.74603,76.03481,33918
Shahpura,Rajasthan,27.3912,75.95956,33895
Elayavur,Kerala,11.88918,75.4124,33853
Guledagudda,Karnataka,16.05025,75.78997,33851
Iramallur,Kerala,10.0619,76.57168,33829
Piro,Bihar,25.33218,84.40454,33785
Guskhara,West Bengal,23.49276,87.73484,33780
Umreth,Gujarat,22.69881,73.11561,33762
Narsipatnam,Andhra Pradesh,17.66709,82.61245,33757
Bahjoi,Uttar Pradesh,28.39502,78.62659,33752
Dharmabad,Maharashtra,18.89116,77.8494,33741
Chockli,Kerala,11.72745,75.55509,33732
Vemalwada,Telangana,18.46523,78.86894,33706
Colgong,Bihar,25.26328,87.23264,33700
Basudebpur,Odisha,21.11974,86.72896,33690
Rajakhera,Rajasthan,26.89802,78.171,33666
Hailakandi,Assam,24.68394,92.56097,33637
Jagatsinghapur,Odisha,20.2557,86.17112,33631
Gevrai,Maharashtra,19.26372,75.75007,33562
Madikeri,Karnataka,12.42602,75.7382,33540
Kopaganj,Uttar Pradesh,26.01923,83.5663,33539
Thana Bhawan,Uttar Pradesh,29.58605,77.41811,33498
Pundri,Haryana,29.76096,76.56034,33484
Vagholi,Maharashtra,18.5823,73.98301,33479
Birmitrapur,Odisha,22.4,84.76667,33442
Chaksu,Rajasthan,26.6051,75.94814,33432
Darsi,Andhra Pradesh,15.76978,79.67939,33418
Zaidpur,Uttar Pradesh,26.83093,81.32929,33397
Remuna,Odisha,21.52798,86.87156,33378
Puthenvelikara,Kerala,10.18511,76.24537,33372
Amli,Dadra and Nagar Haveli and Daman and Diu,20.28333,73.01667,33369
Anupgarh,Rajasthan,29.19111,73.20861,33309
Salaya,Gujarat,22.31038,69.60376,33246
Idangansalai,Tamil Nadu,11.62721,77.98898,33245
Kosamba,Gujarat,21.46202,72.95842,33221
Basavana Bagevadi,Karnataka,16.57278,75.97252,33198
Muhammadabad,Uttar Pradesh,25.61907,83.75576,33186
Lakhyabad,West Bengal,23.66667,86.66667,33162
Aya Nagar,Delhi,28.47202,77.1327,33123
Umaria,Madhya Pradesh,23.52473,80.83716,33114
Chanderi,Madhya Pradesh,24.71312,78.13809,33081
Ajanur,Kerala,12.33614,75.09297,33079
Manendragarh,Chhattisgarh,23.21337,82.20232,33071
Ramgarh,Rajasthan,28.17096,74.97973,33024
Bhadasar,Rajasthan,28.31457,74.28952,33006
Srvanampatti,Tamil Nadu,11.07643,77.00449,32920
Bhokar,Maharashtra,19.21933,77.66962,32899
Patratu,Jharkhand,23.66505,85.30353,32899
Sanchor,Rajasthan,24.75361,71.7728,32875
Kurumbapet,Puducherry,11.93983,79.77127,32871
Kaimganj,Uttar Pradesh,27.55441,79.33525,32858
Bamaur,Madhya Pradesh,26.33895,78.10104,32838
Janjgir,Chhattisgarh,22.00922,82.5778,32833
Egra,West Bengal,21.89947,87.53794,32832
Bihariganj,Bihar,25.73415,86.98837,32805
Mushabani,Jharkhand,22.51135,86.45713,32761
Udaipur,Tripura,23.53333,91.48333,32758
Dighwara,Bihar,25.74434,85.01003,32741
Ngur,Mizoram,23.53798,93.3732,32734
Garhakota,Madhya Pradesh,23.7791,79.14321,32726
Vengola Kizhakkumbagam,Kerala,10.06374,76.47606,32697
Mamun,Punjab,32.28241,75.69831,32689
Nanjikkottai,Tamil Nadu,10.72925,79.14245,32689
Bijuri,Madhya Pradesh,23.25236,82.11673,32682
Ghugus,Maharashtra,19.9381,79.11192,32654
Taranagar,Rajasthan,28.6686,75.03207,32640
Nepanagar,Madhya Pradesh,21.4538,76.39335,32611
Badepalli,Telangana,16.7549,78.14427,32598
Nautanwa,Uttar Pradesh,27.42752,83.41789,32587
Pirzadaguda,Telangana,17.39455,78.59047,32586
Hisua,Bihar,24.8336,85.41729,32585
Shamshabad,Telangana,17.25186,78.41835,32583
Vallabh Vidyanagar,Gujarat,22.53333,72.9,32581
Erraguntla,Andhra Pradesh,14.63853,78.53974,32574
Edappal,Kerala,10.78339,76.00789,32550
Manuguru,Telangana,17.93023,80.82671,32539
Soro,Odisha,21.27851,86.68833,32531
Ulliyeri,Kerala,11.45247,75.76662,32509
Saoner,Maharashtra,21.3851,78.92155,32498
Muttayyapuram,Tamil Nadu,8.7498,78.13112,32494
Manwath,Maharashtra,19.30133,76.49735,32488
Dhandhuka,Gujarat,22.38185,71.98664,32475
Jujuvadi,Tamil Nadu,12.76794,77.79184,32474
Hatta,Madhya Pradesh,24.13406,79.60119,32465
Jagdispur,Bihar,25.46811,84.41939,32447
Almora,Uttarakhand,29.59713,79.65911,32442
Thuraiyur,Tamil Nadu,11.14805,78.59911,32439
Saknepalli,Telangana,18.92862,79.45712,32385
Anta,Rajasthan,25.15,76.3,32377
Gajendragarh,Karnataka,15.73628,75.96976,32359
Narsinghgarh,Madhya Pradesh,23.70758,77.09319,32329
Kalyandurg,Andhra Pradesh,14.54519,77.10552,32328
Chittur,Kerala,10.69967,76.7471,32298
Madhapar,Gujarat,23.23756,69.69946,32293
Chhabra,Rajasthan,24.66472,76.84379,32285
Manamadurai,Tamil Nadu,9.67318,78.47096,32257
Tiruchchendur,Tamil Nadu,8.49725,78.11906,32171
Bisauli,Uttar Pradesh,28.30772,78.93678,32154
Kangayam,Tamil Nadu,11.00599,77.5609,32147
Mannanchori,Kerala,9.5722,76.35245,32139
Kakching,Manipur,24.4982,93.98126,32138
Turaiyur,Tamil Nadu,11.14968,78.5987,32134
Bijaynagar,Rajasthan,25.92976,74.64916,32124
Ferokh,Kerala,11.17989,75.84141,32122
Dhamnod,Madhya Pradesh,22.20928,75.47057,32093
Jora Khurd,Madhya Pradesh,26.48927,77.97578,32087
Pavugada,Karnataka,14.09953,77.28018,32063
Thenhippalam,Kerala,11.13232,75.88224,32045
Halvad,Gujarat,23.01516,71.18029,32024
Meerpet,Telangana,17.32098,78.53046,32013
Zamania,Uttar Pradesh,25.41961,83.55786,32008
Bhatkal,Karnataka,13.98534,74.55531,32000
Makhdumpur,Bihar,25.06567,84.97247,31994
Shafi Pur Ranhola,Delhi,28.65729,77.04001,31944
Jaridih,Jharkhand,23.76571,85.93864,31882
Rasra,Uttar Pradesh,25.8576,83.85487,31876
Sadpalli,Telangana,17.20995,80.83642,31857
Sattur,Tamil Nadu,9.35592,77.92457,31856
Maur,Punjab,30.08333,75.25,31849
Chhota Gobindpur,Jharkhand,22.74588,86.25886,31843
Sasvad,Maharashtra,18.34351,74.03102,31821
Vilavoorkkal,Kerala,8.48093,77.02204,31761
Kotma,Madhya Pradesh,23.20383,81.97904,31756
Kottaikuppam,Tamil Nadu,11.96126,79.83923,31726
Khaira,Maharashtra,19.78673,72.76161,31699
Talikota,Karnataka,16.47311,76.31085,31693
Puzhal,Tamil Nadu,13.16475,80.20385,31665
Kalpatta,Kerala,11.60871,76.08343,31580
Ambad,Maharashtra,19.61301,75.78906,31553
Rahatgarh,Madhya Pradesh,23.78968,78.39473,31537
Sijua,Jharkhand,23.77617,86.33028,31537
Vandavasi,Tamil Nadu,12.50429,79.60556,31530
Tirumuruganpundi,Tamil Nadu,11.16493,77.30838,31528
Thanneermukkom,Kerala,9.66337,76.38073,31525
Parur,Kerala,10.1477,76.23,31503
Gomoh,Jharkhand,23.87355,86.1516,31495
Elur,Kerala,10.06667,76.28333,31468
Chemmumiahpet,Andhra Pradesh,14.46289,78.81191,31416
Jalalpur,Uttar Pradesh,26.31162,82.73859,31388
Kharagpur,Bihar,25.12446,86.55578,31385
Sri Madhopur,Rajasthan,27.46599,75.59736,31366
Lumding Railway Colony,Assam,25.74903,93.16998,31347
Ahmedgarh,Punjab,30.67731,75.82633,31302
Chitapur,Karnataka,17.12357,77.0824,31299
Jhanjharpur,Bihar,26.26467,86.27993,31283
Naspur,Telangana,18.84577,79.46165,31244
Singanallur,Tamil Nadu,10.99898,77.03238,31239
Unchagao,Maharashtra,16.69746,74.27325,31238
Bagru,Rajasthan,26.81067,75.54702,31229
Cheriyamundam,Kerala,10.94764,75.95643,31212
Allapuram,Tamil Nadu,12.89509,79.12786,31211
Ramapuram,Andhra Pradesh,13.10091,79.1841,31169
Rosera,Bihar,25.75494,86.03155,31155
Podili,Andhra Pradesh,15.60639,79.61489,31145
Shrigonda,Maharashtra,18.61527,74.69895,31134
Kalliyassheri,Kerala,11.97549,75.36453,31122
Kannanendal,Tamil Nadu,9.96487,78.14159,31095
Pandharkawada,Maharashtra,20.02108,78.54628,31094
Mankachar,Meghalaya,25.53347,89.86373,31091
Katirur,Kerala,11.78491,75.53015,31087
Erandol,Maharashtra,20.92206,75.32641,31071
Adirampattinam,Tamil Nadu,10.34059,79.37905,31066
Kurali,Punjab,30.83424,76.57677,31060
Jagdishpur,Uttar Pradesh,26.74967,80.5451,31029
Ponneri,Tamil Nadu,13.33868,80.19487,31025
Shamsabad,Uttar Pradesh,27.01718,78.12358,31009
Malakanagiri,Odisha,18.36428,81.888,31007
Mangrul Pir,Maharashtra,20.31379,77.34178,30983
Narsampet,Telangana,17.92786,79.89227,30963
Berasia,Madhya Pradesh,23.63134,77.43351,30951
Badami,Karnataka,15.91495,75.67683,30943
Pasan,Chhattisgarh,22.84412,82.19823,30928
Pamban,Tamil Nadu,9.27904,79.21086,30926
Banda,Madhya Pradesh,24.04488,78.96094,30923
Kalakkadu,Tamil Nadu,8.5138,77.54944,30921
Kondagaon,Chhattisgarh,19.59083,81.664,30921
Puthuppariyaram,Kerala,10.81314,76.62869,30895
Vilangudi,Tamil Nadu,9.94578,78.09352,30884
Rudarpur,Uttar Pradesh,26.44467,83.61302,30873
Sholinghur,Tamil Nadu,13.1181,79.42025,30856
Manavadar,Gujarat,21.49813,70.13775,30850
Puraini,Bihar,25.14257,86.97967,30829
Deulgaon Raja,Maharashtra,20.01757,76.03755,30827
Dharmadam,Kerala,11.77538,75.46459,30804
Madurantakam,Tamil Nadu,12.51167,79.88485,30796
Kizhuvalam-Koonthalloor,Kerala,8.66251,76.80966,30770
Dharamsala,Himachal Pradesh,32.22006,76.32013,30764
Pedana,Andhra Pradesh,16.25582,81.14378,30721
Kaij,Maharashtra,18.71364,76.06718,30704
Kallamchavadi,Tamil Nadu,12.95306,80.13083,30702
Un,Gujarat,23.88745,71.76975,30671
Vadanappally,Kerala,10.46905,76.08129,30657
Irimbiliyam,Kerala,10.86242,76.09218,30635
Mudbidri,Karnataka,13.06653,74.99525,30632
Pallappatti,Tamil Nadu,10.72057,77.87951,30624
Cheranellur,Kerala,10.05428,76.2896,30594
Maharaganj,Uttar Pradesh,27.14456,83.56214,30548
Nagavaram,Telangana,17.48862,78.60208,30502
Tarakeswar,West Bengal,22.88605,88.01363,30475
Tifra,Chhattisgarh,22.06312,82.13129,30465
Siraspur,Delhi,28.75815,77.13087,30445
Kundapura,Karnataka,13.63126,74.6902,30444
Uran,Maharashtra,18.87813,72.93924,30439
Kasba,Bihar,25.85643,87.53836,30421
Karjan,Gujarat,22.04671,73.11814,30405
Muvattupuzha,Kerala,9.97985,76.57381,30397
Manawar,Madhya Pradesh,22.23566,75.08917,30393
Pihani,Uttar Pradesh,27.61987,80.20343,30369
Madukkarai,Tamil Nadu,10.90568,76.96344,30357
Amlai,Madhya Pradesh,23.19838,81.58064,30354
Mansa,Gujarat,23.42564,72.65739,30347
Dharuhera,Haryana,28.20553,76.79691,30344
Sarkhej,Gujarat,22.98297,72.50196,30341
Banmankhi Bazar,Bihar,25.88761,87.19356,30336
Rehli,Madhya Pradesh,23.63722,79.06275,30329
Taramangalam,Tamil Nadu,11.69403,77.97035,30222
Amla,Madhya Pradesh,21.92485,78.12786,30215
Tirukkoyilur,Tamil Nadu,11.9662,79.20259,30212
Musiri,Tamil Nadu,10.95299,78.44427,30209
Hirakud,Odisha,21.52502,83.87275,30207
Khair,Uttar Pradesh,27.94195,77.84243,30173
Rajauli,Bihar,24.64486,85.50028,30170
Kakkalapalle,Andhra Pradesh,14.64152,77.56684,30128
Cherukavu,Kerala,11.17307,75.90858,30126
Seoni Malwa,Madhya Pradesh,22.45046,77.4665,30100
Oddanchathiram,Tamil Nadu,10.48013,77.74977,30064
Fatehpur Sikri,Uttar Pradesh,27.0937,77.66003,30026
Azhiyur,Kerala,11.69348,75.56013,30023
Byadgi,Karnataka,14.67325,75.4868,30014
Cherpulassery,Kerala,10.87655,76.30932,30000
Birpara,West Bengal,26.70421,89.14547,30000
Multai,Madhya Pradesh,21.77463,78.25756,29976
Holenarasipura,Karnataka,12.78635,76.24331,29974
Talaja,Gujarat,21.3527,72.03524,29948
Marhaura,Bihar,25.97349,84.86796,29932
Kareli,Madhya Pradesh,22.91533,79.06378,29929
Baddi,Himachal Pradesh,30.95783,76.79136,29911
Bhongaon,Uttar Pradesh,27.25515,79.18118,29911
Panakkudi,Tamil Nadu,8.322,77.57711,29895
Pulakkod,Kerala,11.30975,75.94995,29872
Gadhada,Gujarat,21.96957,71.57828,29872
Mukerian,Punjab,31.95394,75.61716,29841
Ariyankuppam,Puducherry,11.89532,79.80709,29808
Karumalur,Kerala,10.1329,76.27992,29805
Kottarakara,Kerala,9.00359,76.77383,29788
Mavoor,Kerala,11.26667,75.91667,29781
Pilani,Rajasthan,28.36725,75.60352,29741
Devarkonda,Telangana,16.69186,78.92073,29731
Rajgarh,Madhya Pradesh,24.00826,76.7325,29726
Minad,Kerala,8.85031,76.69516,29716
Nedumbassery,Kerala,10.15646,76.40167,29706
Rajura,Maharashtra,19.77947,79.36459,29668
Bilari,Uttar Pradesh,28.62146,78.80361,29666
Muvattupula,Kerala,9.98493,76.57728,29664
Adur,Kerala,9.15595,76.73192,29652
Walwadi,Maharashtra,20.92085,74.76111,29636
Puthuppally,Kerala,9.55752,76.57483,29635
Miranpur Katra,Uttar Pradesh,28.02963,79.66778,29626
Raisinghnagar,Rajasthan,29.53583,73.44917,29626
Kidarakulam,Kerala,8.56688,76.99129,29624
Kuttuparamba,Kerala,11.82775,75.5659,29619
Arangaon,Maharashtra,19.02681,74.71487,29591
Pakridayal,Bihar,26.56271,85.0452,29582
Dhanera,Gujarat,24.50967,72.02343,29578
Chengamanad,Kerala,10.15409,76.34159,29576
Lakheri,Rajasthan,25.67237,76.17692,29572
Kalavoor,Kerala,9.57046,76.32756,29564
Behror,Rajasthan,27.88832,76.28108,29531
Reddipalaiyam,Tamil Nadu,13.10778,80.12056,29511
Zunheboto,Nagaland,25.96667,94.51667,29499
Rajaori,Jammu and Kashmir,33.37526,74.3092,29486
Sankagiri,Tamil Nadu,11.47599,77.86637,29467
Mharal Bk,Maharashtra,19.24588,73.1771,29462
Mainaguri,West Bengal,26.56263,88.8204,29459
Nedumpana,Kerala,8.90796,76.69298,29454
Puttankulam,Kerala,8.8138,76.71791,29447
Nagar Karnul,Telangana,16.4821,78.32471,29439
Sagwara,Rajasthan,23.67951,74.02013,29439
Ibrahimpatnam,Andhra Pradesh,16.58303,80.51432,29432
Vadakku Valliyur,Tamil Nadu,8.38286,77.61221,29417
Jamtara,Jharkhand,23.963,86.80285,29415
Khedbrahma,Gujarat,24.0299,73.04632,29402
Tirukkalikkunram,Tamil Nadu,12.60799,80.0555,29391
Talakkolattur,Kerala,11.35366,75.75798,29388
Palkonda,Andhra Pradesh,18.60374,83.75568,29378
Cheruthazham,Kerala,12.08097,75.26272,29348
Dhari,Gujarat,21.32855,71.02645,29346
Amballur,Kerala,10.43431,76.26341,29341
Koovappady,Kerala,10.15525,76.48544,29339
Chendamangalam,Kerala,10.16322,76.23456,29326
Jewar,Uttar Pradesh,28.122,77.55734,29316
Nawapara,Chhattisgarh,20.97173,81.85884,29315
Tarsadi,Gujarat,21.46996,72.9521,29305
Ner,Maharashtra,20.48971,77.86632,29302
Vijayapuram,Kerala,9.59123,76.56124,29248
Husainabad,Jharkhand,24.52849,84.0,29241
Udaipurwati,Rajasthan,27.73011,75.47161,29236
Bachhraon,Uttar Pradesh,28.92694,78.23456,29232
Jandiala Guru,Punjab,31.56198,75.0277,29232
Irinjalakuda,Kerala,10.34238,76.21124,29208
Renwal,Rajasthan,27.15767,75.35808,29201
Kumbalam,Kerala,9.9063,76.31127,29193
Basni,Rajasthan,27.17232,73.64519,29187
Morigaon,Assam,26.24908,92.34764,29164
Madhugiri,Karnataka,13.66035,77.21239,29159
Urakam,Kerala,11.05124,75.98833,29157
Islamnagar,Uttar Pradesh,28.32896,78.72524,29144
Ariyalur,Tamil Nadu,11.13849,79.07556,29144
Ponmana,Kerala,9.00798,76.52023,29139
Mahendragarh,Haryana,28.26935,76.15253,29128
Mudalgi,Karnataka,16.33685,74.96768,29128
Nakrekal,Telangana,17.16259,79.42754,29126
Unamaucheri,Tamil Nadu,12.8608,80.10659,29122
Gorai,Maharashtra,19.25,72.78333,29107
Uttamapalaiyam,Tamil Nadu,9.80701,77.32718,29050
Khandela,Rajasthan,27.60499,75.502,29044
Sirsaganj,Uttar Pradesh,27.05715,78.68661,29034
Chodavaram,Andhra Pradesh,17.82884,82.93526,29000
Umarkot,Chhattisgarh,19.66529,82.20629,28993
Hupari,Maharashtra,16.61667,74.40442,28953
Suar,Uttar Pradesh,29.02841,79.05654,28941
Devadurga,Karnataka,16.42314,76.93577,28929
Manoharpur,Rajasthan,27.29769,75.9495,28928
Nahan,Himachal Pradesh,30.56029,77.29426,28899
Ladwa,Haryana,29.9935,77.04563,28887
Gil,Punjab,30.84692,75.86362,28884
Gunupur,Odisha,19.0804,83.80879,28870
Avinashi,Tamil Nadu,11.19297,77.26865,28868
Kotagiri,Tamil Nadu,11.42072,76.86035,28848
Sikka,Gujarat,22.43218,69.84158,28814
Panipat Taraf Rajputan,Haryana,29.36089,76.94258,28803
Kondotty,Kerala,11.1423,75.9657,28794
Rusera,Bihar,25.75355,86.02597,28781
Desaiganj,Maharashtra,20.62354,79.96454,28781
Maddur,Karnataka,12.58283,77.04294,28754
Nongstoin,Meghalaya,25.51704,91.26484,28742
Raikot,Punjab,30.65,75.6,28734
Dinapur Cantonment,Bihar,25.63616,85.02026,28723
Jhalod,Gujarat,23.10097,74.15536,28720
Karera,Madhya Pradesh,25.45815,78.13583,28705
Murliganj,Bihar,25.8969,86.99577,28691
Soron,Uttar Pradesh,27.89055,78.74621,28683
Mukher,Maharashtra,18.70636,77.36795,28647
Vandiyur,Tamil Nadu,9.90917,78.16088,28646
Alandi,Maharashtra,18.67756,73.89868,28645
Pattambi,Kerala,10.80005,76.18408,28632
Tekkali,Andhra Pradesh,18.6057,84.23546,28631
Duliajan Oil Town,Assam,27.3578,95.31407,28626
Duliajan,Assam,27.36035,95.31806,28626
Karaippudur,Tamil Nadu,11.05674,77.30613,28602
Ambikapuram,Kerala,10.79385,76.65303,28592
Suryampalaiyam,Tamil Nadu,11.40445,77.71227,28585
Motipur,Bihar,26.25267,85.16076,28572
Alangulam,Tamil Nadu,8.86404,77.49937,28558
Addanki,Andhra Pradesh,15.81061,79.97338,28547
Bemetara,Chhattisgarh,21.71556,81.53423,28536
Milak,Uttar Pradesh,28.61031,79.16997,28505
Losal,Rajasthan,27.4,74.91667,28504
Alirajpur,Madhya Pradesh,22.30393,74.35568,28498
Pardi,Gujarat,20.5087,72.94569,28495
Kinwat,Maharashtra,19.62557,78.1987,28454
Pasan,Madhya Pradesh,23.16485,81.92859,28447
Lalgola,West Bengal,24.42244,88.25238,28442
Utraula,Uttar Pradesh,27.31933,82.41872,28437
Baikunthpur,Chhattisgarh,23.26206,82.56051,28431
Jowai,Meghalaya,25.43596,92.19132,28430
Ochira,Kerala,9.13478,76.51169,28412
Rapar,Gujarat,23.57267,70.64718,28407
Jammu Cantonment,Jammu and Kashmir,32.70438,74.86114,28396
Banswada,Telangana,18.37725,77.88007,28384
Hosadurga,Karnataka,13.79631,76.28408,28370
Ramanayyapeta,Andhra Pradesh,16.94516,82.2385,28369
Minjur,Tamil Nadu,13.27951,80.25815,28337
Sonamukhi,West Bengal,23.30521,87.41336,28334
Kukshi,Madhya Pradesh,22.20677,74.75788,28331
Kansad,Gujarat,21.07466,72.87888,28327
Kalavad,Gujarat,22.20789,70.38343,28314
Jashpur Nagar,Chhattisgarh,22.88783,84.13864,28301
Mavelikara,Kerala,9.25929,76.55642,28300
Dhanaura,Uttar Pradesh,28.95912,78.25629,28285
Jalgaon Jamod,Maharashtra,21.05194,76.53464,28276
Pallipuram,Kerala,9.75502,76.35724,28276
Sujanpur,Punjab,32.31625,75.60741,28270
Annigeri,Karnataka,15.42513,75.4335,28267
Piravam,Kerala,9.86667,76.5,28254
Ganderbal,Jammu and Kashmir,34.22619,74.77478,28233
Uliyazhathura,Kerala,8.58165,76.92242,28230
Mandi,Himachal Pradesh,31.71194,76.93273,28217
Atholi,Kerala,11.38853,75.7597,28213
Shiggaon,Karnataka,14.99053,75.22499,28207
Pandua,West Bengal,23.07492,88.28637,28205
Punch,Jammu and Kashmir,33.77033,74.09254,28197
Kottaikadu,Tamil Nadu,12.25556,79.98226,28172
Hangal,Karnataka,14.76465,75.1246,28159
Jhadeshwar,Gujarat,21.71361,73.03231,28148
Polur,Tamil Nadu,12.51217,79.12405,28123
Sheohar,Bihar,26.51393,85.29341,28116
